q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,182.298089,326.510265,-144.212176,8046843.819172+5083.782999i,20.337410-0.007381i
0.02,177.34077,317.68959,-140.34882000000002,8046843.819172+5083.782999i,20.337410-0.007381i
0.04,163.304075,292.704789,-129.400714,8046843.819172+5083.782999i,20.337410-0.007381i
0.06,142.468743,255.591094,-113.12235100000001,8046843.819172+5083.782999i,20.337410-0.007381i
0.08,117.964319,211.890371,-93.92605199999998,8046843.819172+5083.782999i,20.337410-0.007381i
0.1,93.004226,167.302243,-74.298017,8046843.819172+5083.782999i,20.337410-0.007381i
0.12,70.198973,126.471093,-56.27212,8046843.819172+5083.782999i,20.337410-0.007381i
0.14,51.142472,92.252252,-41.10978,8046843.819172+5083.782999i,20.337410-0.007381i
0.16,36.348498,65.593879,-29.245381000000002,8046843.819172+5083.782999i,20.337410-0.007381i
0.18,25.483834,45.941776,-20.457941999999996,8046843.819172+5083.782999i,20.337410-0.007381i
0.2,17.754861,31.916379,-14.161518000000001,8046843.819172+5083.782999i,20.337410-0.007381i
0.22,12.28458,21.975892,-9.691312000000002,8046843.819172+5083.782999i,20.337410-0.007381i
0.24,8.362694,14.85895,-6.496256000000001,8046843.819172+5083.782999i,20.337410-0.007381i
0.26,5.53071,9.739068,-4.208358,8046843.819172+5083.782999i,20.337410-0.007381i
0.28,3.537195,6.151304,-2.6141089999999996,8046843.819172+5083.782999i,20.337410-0.007381i
0.3,2.236357,3.818526,-1.582169,8046843.819172+5083.782999i,20.337410-0.007381i
0.32,1.499227,2.49818,-0.998953,8046843.819172+5083.782999i,20.337410-0.007381i
0.34,1.174379,1.914167,-0.7397879999999999,8046843.819172+5083.782999i,20.337410-0.007381i
0.36,1.097244,1.772458,-0.675214,8046843.819172+5083.782999i,20.337410-0.007381i
0.38,1.122909,1.816928,-0.6940190000000002,8046843.819172+5083.782999i,20.337410-0.007381i
0.4,1.15393,1.876198,-0.7222680000000001,8046843.819172+5083.782999i,20.337410-0.007381i
0.42,1.147148,1.873998,-0.72685,8046843.819172+5083.782999i,20.337410-0.007381i
0.44,1.100174,1.804648,-0.704474,8046843.819172+5083.782999i,20.337410-0.007381i
0.46,1.029106,1.693981,-0.6648749999999999,8046843.819172+5083.782999i,20.337410-0.007381i
0.48,0.950115,1.5676620000000001,-0.6175470000000001,8046843.819172+5083.782999i,20.337410-0.007381i
0.5,0.871401,1.43789,-0.5664889999999999,8046843.819172+5083.782999i,20.337410-0.007381i
