q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,179.352881,159.459763,19.893117999999987,129614660.881273+75276.813010i,4.980345-0.001789i
0.02,166.616099,148.12404,18.492058999999983,129614660.881273+75276.813010i,4.980345-0.001789i
0.04,133.936424,119.047194,14.889229999999984,129614660.881273+75276.813010i,4.980345-0.001789i
0.06,94.174005,83.691361,10.482643999999993,129614660.881273+75276.813010i,4.980345-0.001789i
0.08,59.508036,52.904605,6.6034310000000005,129614660.881273+75276.813010i,4.980345-0.001789i
0.1,35.557888,31.67674,3.8811479999999996,129614660.881273+75276.813010i,4.980345-0.001789i
0.12,21.269316,19.041865,2.2274509999999985,129614660.881273+75276.813010i,4.980345-0.001789i
0.14,12.827998,11.579144,1.2488539999999997,129614660.881273+75276.813010i,4.980345-0.001789i
0.16,7.312664,6.680884,0.63178,129614660.881273+75276.813010i,4.980345-0.001789i
0.18,3.641331,3.39642,0.2449110000000001,129614660.881273+75276.813010i,4.980345-0.001789i
0.2,1.576085,1.533526,0.042559000000000013,129614660.881273+75276.813010i,4.980345-0.001789i
0.22,0.746652,0.775489,-0.028837,129614660.881273+75276.813010i,4.980345-0.001789i
0.24,0.564602,0.601163,-0.036560999999999955,129614660.881273+75276.813010i,4.980345-0.001789i
0.26,0.568917,0.597941,-0.02902399999999994,129614660.881273+75276.813010i,4.980345-0.001789i
0.28,0.5708,0.596095,-0.025295000000000067,129614660.881273+75276.813010i,4.980345-0.001789i
0.3,0.535673,0.564318,-0.02864500000000003,129614660.881273+75276.813010i,4.980345-0.001789i
0.32,0.461718,0.499851,-0.03813299999999997,129614660.881273+75276.813010i,4.980345-0.001789i
0.34,0.363669,0.413915,-0.05024599999999996,129614660.881273+75276.813010i,4.980345-0.001789i
0.36,0.277944,0.337776,-0.059831999999999996,129614660.881273+75276.813010i,4.980345-0.001789i
0.38,0.232189,0.296353,-0.06416399999999997,129614660.881273+75276.813010i,4.980345-0.001789i
0.4,0.220387,0.28518,-0.06479299999999999,129614660.881273+75276.813010i,4.980345-0.001789i
0.42,0.21863,0.28338,-0.06475000000000003,129614660.881273+75276.813010i,4.980345-0.001789i
0.44,0.213138,0.278508,-0.06536999999999998,129614660.881273+75276.813010i,4.980345-0.001789i
0.46,0.204567,0.270925,-0.06635800000000003,129614660.881273+75276.813010i,4.980345-0.001789i
0.48,0.195013,0.262518,-0.06750499999999998,129614660.881273+75276.813010i,4.980345-0.001789i
0.5,0.182212,0.251397,-0.06918499999999997,129614660.881273+75276.813010i,4.980345-0.001789i
