q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,186.836133,344.40572,-157.56958699999998,9348486.699692+7481.619320i,20.451156-0.008211i
0.02,182.772539,336.973655,-154.201116,9348486.699692+7481.619320i,20.451156-0.008211i
0.04,171.06382,315.552817,-144.488997,9348486.699692+7481.619320i,20.451156-0.008211i
0.06,153.069864,282.613526,-129.54366199999998,9348486.699692+7481.619320i,20.451156-0.008211i
0.08,130.789167,241.789117,-110.99995000000001,9348486.699692+7481.619320i,20.451156-0.008211i
0.1,106.520472,197.264407,-90.74393500000001,9348486.699692+7481.619320i,20.451156-0.008211i
0.12,82.49886,153.116888,-70.618028,9348486.699692+7481.619320i,20.451156-0.008211i
0.14,60.58076,112.744789,-52.164029,9348486.699692+7481.619320i,20.451156-0.008211i
0.16,42.035025,78.485407,-36.450382,9348486.699692+7481.619320i,20.451156-0.008211i
0.18,27.467648,51.474159,-24.006511,9348486.699692+7481.619320i,20.451156-0.008211i
0.2,16.874663,31.735501,-14.860837999999998,9348486.699692+7481.619320i,20.451156-0.008211i
0.22,9.790211,18.447177,-8.656966,9348486.699692+7481.619320i,20.451156-0.008211i
0.24,5.481305,10.290925,-4.80962,9348486.699692+7481.619320i,20.451156-0.008211i
0.26,3.139653,5.800187,-2.660534,9348486.699692+7481.619320i,20.451156-0.008211i
0.28,2.0321,3.63494,-1.60284,9348486.699692+7481.619320i,20.451156-0.008211i
0.3,1.589693,2.746655,-1.156962,9348486.699692+7481.619320i,20.451156-0.008211i
0.32,1.43465,2.431068,-0.9964179999999998,9348486.699692+7481.619320i,20.451156-0.008211i
0.34,1.359396,2.293485,-0.934089,9348486.699692+7481.619320i,20.451156-0.008211i
0.36,1.279128,2.16493,-0.885802,9348486.699692+7481.619320i,20.451156-0.008211i
0.38,1.179037,2.007317,-0.8282800000000001,9348486.699692+7481.619320i,20.451156-0.008211i
0.4,1.071379,1.835426,-0.7640469999999999,9348486.699692+7481.619320i,20.451156-0.008211i
0.42,0.969318,1.668739,-0.699421,9348486.699692+7481.619320i,20.451156-0.008211i
0.44,0.877024,1.512626,-0.635602,9348486.699692+7481.619320i,20.451156-0.008211i
0.46,0.790812,1.359784,-0.5689720000000001,9348486.699692+7481.619320i,20.451156-0.008211i
0.48,0.704862,1.200209,-0.4953470000000001,9348486.699692+7481.619320i,20.451156-0.008211i
0.5,0.616332,1.030262,-0.41393,9348486.699692+7481.619320i,20.451156-0.008211i
