q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,175.455128,67.359505,108.095623,208978421.729782+116741.013257i,0.962154-0.000329i
0.02,155.715814,59.802239,95.913575,208978421.729782+116741.013257i,0.962154-0.000329i
0.04,110.323038,42.426617,67.896421,208978421.729782+116741.013257i,0.962154-0.000329i
0.06,65.571009,25.303326,40.267683000000005,208978421.729782+116741.013257i,0.962154-0.000329i
0.08,36.016787,14.002946,22.013841,208978421.729782+116741.013257i,0.962154-0.000329i
0.1,20.232491,7.972261,12.26023,208978421.729782+116741.013257i,0.962154-0.000329i
0.12,12.023409,4.836124,7.187284999999999,208978421.729782+116741.013257i,0.962154-0.000329i
0.14,7.590894,3.141267,4.4496269999999996,208978421.729782+116741.013257i,0.962154-0.000329i
0.16,5.095966,2.185729,2.910237,208978421.729782+116741.013257i,0.962154-0.000329i
0.18,3.402934,1.535506,1.867428,208978421.729782+116741.013257i,0.962154-0.000329i
0.2,2.049687,1.014056,1.035631,208978421.729782+116741.013257i,0.962154-0.000329i
0.22,1.080507,0.639482,0.4410250000000001,208978421.729782+116741.013257i,0.962154-0.000329i
0.24,0.586863,0.447953,0.13891000000000003,208978421.729782+116741.013257i,0.962154-0.000329i
0.26,0.44614,0.392747,0.05339299999999997,208978421.729782+116741.013257i,0.962154-0.000329i
0.28,0.427474,0.385154,0.042320000000000024,208978421.729782+116741.013257i,0.962154-0.000329i
0.3,0.403836,0.376142,0.027693999999999996,208978421.729782+116741.013257i,0.962154-0.000329i
0.32,0.352069,0.356394,-0.004324999999999968,208978421.729782+116741.013257i,0.962154-0.000329i
0.34,0.277245,0.32764,-0.05039499999999997,208978421.729782+116741.013257i,0.962154-0.000329i
0.36,0.214571,0.303496,-0.08892499999999998,208978421.729782+116741.013257i,0.962154-0.000329i
0.38,0.191423,0.294589,-0.10316599999999998,208978421.729782+116741.013257i,0.962154-0.000329i
0.4,0.18979,0.294019,-0.10422899999999999,208978421.729782+116741.013257i,0.962154-0.000329i
0.42,0.189667,0.294046,-0.10437899999999997,208978421.729782+116741.013257i,0.962154-0.000329i
0.44,0.186964,0.292996,-0.10603199999999999,208978421.729782+116741.013257i,0.962154-0.000329i
0.46,0.176092,0.288721,-0.112629,208978421.729782+116741.013257i,0.962154-0.000329i
0.48,0.160713,0.282729,-0.12201600000000001,208978421.729782+116741.013257i,0.962154-0.000329i
0.5,0.149848,0.278526,-0.128678,208978421.729782+116741.013257i,0.962154-0.000329i
