q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,182.298089,167.216774,15.081315000000018,8046843.819172+5083.782999i,5.314251-0.001929i
0.02,177.34077,162.711151,14.629618999999991,8046843.819172+5083.782999i,5.314251-0.001929i
0.04,163.304075,149.948853,13.355221999999998,8046843.819172+5083.782999i,5.314251-0.001929i
0.06,142.468743,130.991086,11.477656999999994,8046843.819172+5083.782999i,5.314251-0.001929i
0.08,117.964319,108.668649,9.295670000000001,8046843.819172+5083.782999i,5.314251-0.001929i
0.1,93.004226,85.892923,7.111303000000007,8046843.819172+5083.782999i,5.314251-0.001929i
0.12,70.198973,65.036271,5.162701999999996,8046843.819172+5083.782999i,5.314251-0.001929i
0.14,51.142472,47.557203,3.5852689999999967,8046843.819172+5083.782999i,5.314251-0.001929i
0.16,36.348498,33.94004,2.408457999999996,8046843.819172+5083.782999i,5.314251-0.001929i
0.18,25.483834,23.901697,1.582137000000003,8046843.819172+5083.782999i,5.314251-0.001929i
0.2,17.754861,16.73749,1.0173709999999971,8046843.819172+5083.782999i,5.314251-0.001929i
0.22,12.28458,11.659864,0.6247159999999994,8046843.819172+5083.782999i,5.314251-0.001929i
0.24,8.362694,8.024513,0.33818099999999873,8046843.819172+5083.782999i,5.314251-0.001929i
0.26,5.53071,5.409265,0.12144499999999958,8046843.819172+5083.782999i,5.314251-0.001929i
0.28,3.537195,3.576626,-0.039430999999999994,8046843.819172+5083.782999i,5.314251-0.001929i
0.3,2.236357,2.385037,-0.14868000000000015,8046843.819172+5083.782999i,5.314251-0.001929i
0.32,1.499227,1.710601,-0.21137399999999995,8046843.819172+5083.782999i,5.314251-0.001929i
0.34,1.174379,1.412286,-0.23790699999999987,8046843.819172+5083.782999i,5.314251-0.001929i
0.36,1.097244,1.3399,-0.24265599999999998,8046843.819172+5083.782999i,5.314251-0.001929i
0.38,1.122909,1.362616,-0.23970700000000011,8046843.819172+5083.782999i,5.314251-0.001929i
0.4,1.15393,1.392891,-0.2389610000000002,8046843.819172+5083.782999i,5.314251-0.001929i
0.42,1.147148,1.391768,-0.24461999999999984,8046843.819172+5083.782999i,5.314251-0.001929i
0.44,1.100174,1.356343,-0.2561690000000001,8046843.819172+5083.782999i,5.314251-0.001929i
0.46,1.029106,1.299814,-0.27070799999999995,8046843.819172+5083.782999i,5.314251-0.001929i
0.48,0.950115,1.23529,-0.28517499999999996,8046843.819172+5083.782999i,5.314251-0.001929i
0.5,0.871401,1.169002,-0.2976010000000001,8046843.819172+5083.782999i,5.314251-0.001929i
