q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,174.979838,71.323069,103.656769,476207725.587845+269615.641588i,1.098749-0.000373i
0.02,150.234398,61.264072,88.970326,476207725.587845+269615.641588i,1.098749-0.000373i
0.04,96.543608,39.435893,57.107715000000006,476207725.587845+269615.641588i,1.098749-0.000373i
0.06,49.380526,20.25537,29.125156000000004,476207725.587845+269615.641588i,1.098749-0.000373i
0.08,22.782066,9.431708,13.350358,476207725.587845+269615.641588i,1.098749-0.000373i
0.1,10.530964,4.44169,6.0892740000000005,476207725.587845+269615.641588i,1.098749-0.000373i
0.12,4.826013,2.113985,2.7120279999999997,476207725.587845+269615.641588i,1.098749-0.000373i
0.14,2.25492,1.061541,1.1933789999999997,476207725.587845+269615.641588i,1.098749-0.000373i
0.16,1.308624,0.67279,0.635834,476207725.587845+269615.641588i,1.098749-0.000373i
0.18,1.05874,0.569587,0.48915300000000006,476207725.587845+269615.641588i,1.098749-0.000373i
0.2,0.940672,0.520118,0.420554,476207725.587845+269615.641588i,1.098749-0.000373i
0.22,0.779459,0.453051,0.32640800000000003,476207725.587845+269615.641588i,1.098749-0.000373i
0.24,0.644375,0.397161,0.24721400000000004,476207725.587845+269615.641588i,1.098749-0.000373i
0.26,0.519287,0.345891,0.17339600000000005,476207725.587845+269615.641588i,1.098749-0.000373i
0.28,0.373081,0.286405,0.08667599999999998,476207725.587845+269615.641588i,1.098749-0.000373i
0.3,0.276544,0.24716,0.02938400000000002,476207725.587845+269615.641588i,1.098749-0.000373i
0.32,0.257561,0.239421,0.01813999999999999,476207725.587845+269615.641588i,1.098749-0.000373i
0.34,0.250452,0.236592,0.013860000000000011,476207725.587845+269615.641588i,1.098749-0.000373i
0.36,0.214077,0.221771,-0.007694000000000006,476207725.587845+269615.641588i,1.098749-0.000373i
0.38,0.177942,0.206965,-0.02902300000000002,476207725.587845+269615.641588i,1.098749-0.000373i
0.4,0.162375,0.200576,-0.03820100000000001,476207725.587845+269615.641588i,1.098749-0.000373i
0.42,0.154677,0.197339,-0.04266199999999998,476207725.587845+269615.641588i,1.098749-0.000373i
0.44,0.153249,0.196647,-0.04339799999999999,476207725.587845+269615.641588i,1.098749-0.000373i
0.46,0.151613,0.196015,-0.044402,476207725.587845+269615.641588i,1.098749-0.000373i
0.48,0.134278,0.189069,-0.05479099999999998,476207725.587845+269615.641588i,1.098749-0.000373i
0.5,0.111047,0.179717,-0.06866999999999998,476207725.587845+269615.641588i,1.098749-0.000373i
