q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,68.945112,106.394857,-37.44974500000001,151327.981233+63.759362i,17.503611-0.000675i
0.02,68.68988,105.99009,-37.30020999999999,151327.981233+63.759362i,17.503611-0.000675i
0.04,67.929686,104.784643,-36.854957,151327.981233+63.759362i,17.503611-0.000675i
0.06,66.680846,102.804765,-36.123919,151327.981233+63.759362i,17.503611-0.000675i
0.08,64.969928,100.093202,-35.12327400000001,151327.981233+63.759362i,17.503611-0.000675i
0.1,62.832854,96.707725,-33.874871,151327.981233+63.759362i,17.503611-0.000675i
0.12,60.31369,92.719182,-32.405492,151327.981233+63.759362i,17.503611-0.000675i
0.14,57.463197,88.209137,-30.745939999999997,151327.981233+63.759362i,17.503611-0.000675i
0.16,54.337185,83.267215,-28.930029999999995,151327.981233+63.759362i,17.503611-0.000675i
0.18,50.994769,77.98827,-26.993501000000002,151327.981233+63.759362i,17.503611-0.000675i
0.2,47.496572,72.469481,-24.972909,151327.981233+63.759362i,17.503611-0.000675i
0.22,43.902974,66.807515,-22.904540999999995,151327.981233+63.759362i,17.503611-0.000675i
0.24,40.272458,61.095851,-20.823393000000003,151327.981233+63.759362i,17.503611-0.000675i
0.26,36.660114,55.422374,-18.762259999999998,151327.981233+63.759362i,17.503611-0.000675i
0.28,33.116364,49.867313,-16.750949000000006,151327.981233+63.759362i,17.503611-0.000675i
0.3,29.685933,44.501588,-14.815655,151327.981233+63.759362i,17.503611-0.000675i
0.32,26.407087,39.385599,-12.978511999999998,151327.981233+63.759362i,17.503611-0.000675i
0.34,23.311163,34.568475,-11.257311999999999,151327.981233+63.759362i,17.503611-0.000675i
0.36,20.422368,30.087777,-9.665409,151327.981233+63.759362i,17.503611-0.000675i
0.38,17.757841,25.969623,-8.211782,151327.981233+63.759362i,17.503611-0.000675i
0.4,15.327952,22.229195,-6.901243000000001,151327.981233+63.759362i,17.503611-0.000675i
0.42,13.136794,18.871564,-5.734769999999999,151327.981233+63.759362i,17.503611-0.000675i
0.44,11.182837,15.892775,-4.709938000000001,151327.981233+63.759362i,17.503611-0.000675i
0.46,9.45969,13.281116,-3.8214260000000007,151327.981233+63.759362i,17.503611-0.000675i
0.48,7.95694,11.018489,-3.0615490000000003,151327.981233+63.759362i,17.503611-0.000675i
0.5,6.661011,9.081832,-2.420821,151327.981233+63.759362i,17.503611-0.000675i
