q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,186.836133,233.603758,-46.76762500000001,9348486.699692+7481.619320i,9.396969-0.003773i
0.02,182.772539,228.567702,-45.795163,9348486.699692+7481.619320i,9.396969-0.003773i
0.04,171.06382,214.052687,-42.988867,9348486.699692+7481.619320i,9.396969-0.003773i
0.06,153.069864,191.73263,-38.662766000000005,9348486.699692+7481.619320i,9.396969-0.003773i
0.08,130.789167,164.069523,-33.28035600000001,9348486.699692+7481.619320i,9.396969-0.003773i
0.1,106.520472,133.899048,-27.378575999999995,9348486.699692+7481.619320i,9.396969-0.003773i
0.12,82.49886,103.984162,-21.485302000000004,9348486.699692+7481.619320i,9.396969-0.003773i
0.14,60.58076,76.627545,-16.046785,9348486.699692+7481.619320i,9.396969-0.003773i
0.16,42.035025,53.412979,-11.377954000000003,9348486.699692+7481.619320i,9.396969-0.003773i
0.18,27.467648,35.109835,-7.642186999999996,9348486.699692+7481.619320i,9.396969-0.003773i
0.2,16.874663,21.734685,-4.860021999999997,9348486.699692+7481.619320i,9.396969-0.003773i
0.22,9.790211,12.730357,-2.9401460000000004,9348486.699692+7481.619320i,9.396969-0.003773i
0.24,5.481305,7.203584,-1.7222790000000003,9348486.699692+7481.619320i,9.396969-0.003773i
0.26,3.139653,4.160606,-1.0209529999999996,9348486.699692+7481.619320i,9.396969-0.003773i
0.28,2.0321,2.693409,-0.6613090000000001,9348486.699692+7481.619320i,9.396969-0.003773i
0.3,1.589693,2.091496,-0.5018029999999998,9348486.699692+7481.619320i,9.396969-0.003773i
0.32,1.43465,1.877651,-0.443001,9348486.699692+7481.619320i,9.396969-0.003773i
0.34,1.359396,1.784423,-0.42502700000000004,9348486.699692+7481.619320i,9.396969-0.003773i
0.36,1.279128,1.697312,-0.4181839999999999,9348486.699692+7481.619320i,9.396969-0.003773i
0.38,1.179037,1.590512,-0.41147500000000004,9348486.699692+7481.619320i,9.396969-0.003773i
0.4,1.071379,1.474037,-0.40265799999999996,9348486.699692+7481.619320i,9.396969-0.003773i
0.42,0.969318,1.361088,-0.39177000000000006,9348486.699692+7481.619320i,9.396969-0.003773i
0.44,0.877024,1.255304,-0.37827999999999995,9348486.699692+7481.619320i,9.396969-0.003773i
0.46,0.790812,1.151736,-0.36092400000000013,9348486.699692+7481.619320i,9.396969-0.003773i
0.48,0.704862,1.043606,-0.33874400000000005,9348486.699692+7481.619320i,9.396969-0.003773i
0.5,0.616332,0.928448,-0.31211600000000006,9348486.699692+7481.619320i,9.396969-0.003773i
