q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,186.836133,452.194337,-265.358204,9348486.699692+7481.619320i,35.267862-0.014159i
0.02,182.772539,442.432818,-259.660279,9348486.699692+7481.619320i,35.267862-0.014159i
0.04,171.06382,414.297987,-243.23416699999999,9348486.699692+7481.619320i,35.267862-0.014159i
0.06,153.069864,371.03444,-217.96457600000002,9348486.699692+7481.619320i,35.267862-0.014159i
0.08,130.789167,317.414321,-186.62515399999998,9348486.699692+7481.619320i,35.267862-0.014159i
0.1,106.520472,258.934105,-152.413633,9348486.699692+7481.619320i,35.267862-0.014159i
0.12,82.49886,200.949303,-118.45044299999999,9348486.699692+7481.619320i,35.267862-0.014159i
0.14,60.58076,147.923263,-87.342503,9348486.699692+7481.619320i,35.267862-0.014159i
0.16,42.035025,102.925866,-60.890841,9348486.699692+7481.619320i,35.267862-0.014159i
0.18,27.467648,67.448405,-39.980757,9348486.699692+7481.619320i,35.267862-0.014159i
0.2,16.874663,41.523005,-24.648341999999996,9348486.699692+7481.619320i,35.267862-0.014159i
0.22,9.790211,24.069683,-14.279472000000002,9348486.699692+7481.619320i,35.267862-0.014159i
0.24,5.481305,13.356994,-7.875689,9348486.699692+7481.619320i,35.267862-0.014159i
0.26,3.139653,7.458711,-4.319058,9348486.699692+7481.619320i,35.267862-0.014159i
0.28,2.0321,4.614805,-2.582705,9348486.699692+7481.619320i,35.267862-0.014159i
0.3,1.589693,3.448102,-1.858409,9348486.699692+7481.619320i,35.267862-0.014159i
0.32,1.43465,3.0336,-1.5989499999999999,9348486.699692+7481.619320i,35.267862-0.014159i
0.34,1.359396,2.852893,-1.4934969999999999,9348486.699692+7481.619320i,35.267862-0.014159i
0.36,1.279128,2.684045,-1.4049169999999997,9348486.699692+7481.619320i,35.267862-0.014159i
0.38,1.179037,2.47703,-1.2979930000000002,9348486.699692+7481.619320i,35.267862-0.014159i
0.4,1.071379,2.251264,-1.1798849999999999,9348486.699692+7481.619320i,35.267862-0.014159i
0.42,0.969318,2.032332,-1.063014,9348486.699692+7481.619320i,35.267862-0.014159i
0.44,0.877024,1.827288,-0.950264,9348486.699692+7481.619320i,35.267862-0.014159i
0.46,0.790812,1.62654,-0.8357280000000001,9348486.699692+7481.619320i,35.267862-0.014159i
0.48,0.704862,1.416949,-0.712087,9348486.699692+7481.619320i,35.267862-0.014159i
0.5,0.616332,1.193735,-0.577403,9348486.699692+7481.619320i,35.267862-0.014159i
