q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,170.09432,270.032738,-99.93841799999998,20150559.534891+9974.624478i,17.993474-0.005895i
0.02,163.226285,259.125599,-95.89931400000003,20150559.534891+9974.624478i,17.993474-0.005895i
0.04,144.167415,228.857983,-84.69056799999998,20150559.534891+9974.624478i,17.993474-0.005895i
0.06,117.02905,185.758932,-68.72988199999999,20150559.534891+9974.624478i,17.993474-0.005895i
0.08,87.141471,138.294027,-51.152556000000004,20150559.534891+9974.624478i,17.993474-0.005895i
0.1,59.447649,94.314837,-34.867188,20150559.534891+9974.624478i,17.993474-0.005895i
0.12,37.261788,59.086737,-21.824948999999997,20150559.534891+9974.624478i,17.993474-0.005895i
0.14,21.789073,34.524847,-12.735774000000003,20150559.534891+9974.624478i,17.993474-0.005895i
0.16,12.428035,19.672941,-7.244906000000002,20150559.534891+9974.624478i,17.993474-0.005895i
0.18,7.55505,11.949141,-4.3940909999999995,20150559.534891+9974.624478i,17.993474-0.005895i
0.2,5.367213,8.485717,-3.1185039999999997,20150559.534891+9974.624478i,17.993474-0.005895i
0.22,4.454491,7.039772,-2.585281,20150559.534891+9974.624478i,17.993474-0.005895i
0.24,3.988791,6.295266,-2.306475,20150559.534891+9974.624478i,17.993474-0.005895i
0.26,3.619285,5.697203,-2.077918,20150559.534891+9974.624478i,17.993474-0.005895i
0.28,3.255083,5.105423,-1.85034,20150559.534891+9974.624478i,17.993474-0.005895i
0.3,2.887475,4.510352,-1.6228770000000003,20150559.534891+9974.624478i,17.993474-0.005895i
0.32,2.511348,3.90647,-1.3951220000000002,20150559.534891+9974.624478i,17.993474-0.005895i
0.34,2.122264,3.286994,-1.16473,20150559.534891+9974.624478i,17.993474-0.005895i
0.36,1.734447,2.672924,-0.938477,20150559.534891+9974.624478i,17.993474-0.005895i
0.38,1.38208,2.116314,-0.734234,20150559.534891+9974.624478i,17.993474-0.005895i
0.4,1.100568,1.67164,-0.571072,20150559.534891+9974.624478i,17.993474-0.005895i
0.42,0.90559,1.363082,-0.4574919999999999,20150559.534891+9974.624478i,17.993474-0.005895i
0.44,0.786334,1.173678,-0.387344,20150559.534891+9974.624478i,17.993474-0.005895i
0.46,0.715008,1.059936,-0.344928,20150559.534891+9974.624478i,17.993474-0.005895i
0.48,0.662818,0.976725,-0.31390699999999994,20150559.534891+9974.624478i,17.993474-0.005895i
0.5,0.611276,0.894992,-0.28371599999999997,20150559.534891+9974.624478i,17.993474-0.005895i
