q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,182.298089,428.127555,-245.82946599999997,8046843.819172+5083.782999i,34.980373-0.012696i
0.02,177.34077,416.557225,-239.21645500000002,8046843.819172+5083.782999i,34.980373-0.012696i
0.04,163.304075,383.783953,-220.47987799999999,8046843.819172+5083.782999i,34.980373-0.012696i
0.06,142.468743,335.100865,-192.632122,8046843.819172+5083.782999i,34.980373-0.012696i
0.08,117.964319,277.777385,-159.813066,8046843.819172+5083.782999i,34.980373-0.012696i
0.1,93.004226,219.289872,-126.285646,8046843.819172+5083.782999i,34.980373-0.012696i
0.12,70.198973,165.730494,-95.531521,8046843.819172+5083.782999i,34.980373-0.012696i
0.14,51.142472,120.844668,-69.702196,8046843.819172+5083.782999i,34.980373-0.012696i
0.16,36.348498,85.876123,-49.52762500000001,8046843.819172+5083.782999i,34.980373-0.012696i
0.18,25.483834,60.097902,-34.614067999999996,8046843.819172+5083.782999i,34.980373-0.012696i
0.2,17.754861,41.700391,-23.945530000000005,8046843.819172+5083.782999i,34.980373-0.012696i
0.22,12.28458,28.661171,-16.376590999999998,8046843.819172+5083.782999i,34.980373-0.012696i
0.24,8.362694,19.325676,-10.962982000000002,8046843.819172+5083.782999i,34.980373-0.012696i
0.26,5.53071,12.609782,-7.079071999999999,8046843.819172+5083.782999i,34.980373-0.012696i
0.28,3.537195,7.90361,-4.366415,8046843.819172+5083.782999i,34.980373-0.012696i
0.3,2.236357,4.843638,-2.6072810000000004,8046843.819172+5083.782999i,34.980373-0.012696i
0.32,1.499227,3.111703,-1.6124759999999998,8046843.819172+5083.782999i,34.980373-0.012696i
0.34,1.174379,2.345636,-1.1712569999999998,8046843.819172+5083.782999i,34.980373-0.012696i
0.36,1.097244,2.159753,-1.0625089999999997,8046843.819172+5083.782999i,34.980373-0.012696i
0.38,1.122909,2.218085,-1.095176,8046843.819172+5083.782999i,34.980373-0.012696i
0.4,1.15393,2.295832,-1.141902,8046843.819172+5083.782999i,34.980373-0.012696i
0.42,1.147148,2.292946,-1.145798,8046843.819172+5083.782999i,34.980373-0.012696i
0.44,1.100174,2.201977,-1.1018029999999999,8046843.819172+5083.782999i,34.980373-0.012696i
0.46,1.029106,2.056812,-1.0277059999999998,8046843.819172+5083.782999i,34.980373-0.012696i
0.48,0.950115,1.891116,-0.941001,8046843.819172+5083.782999i,34.980373-0.012696i
0.5,0.871401,1.72089,-0.849489,8046843.819172+5083.782999i,34.980373-0.012696i
