q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,175.455128,105.957987,69.497141,208978421.729782+116741.013257i,2.389711-0.000818i
0.02,155.715814,94.045006,61.670807999999994,208978421.729782+116741.013257i,2.389711-0.000818i
0.04,110.323038,66.654749,43.668289,208978421.729782+116741.013257i,2.389711-0.000818i
0.06,65.571009,39.662257,25.908752000000007,208978421.729782+116741.013257i,2.389711-0.000818i
0.08,36.016787,21.848776,14.168011,208978421.729782+116741.013257i,2.389711-0.000818i
0.1,20.232491,12.342238,7.8902529999999995,208978421.729782+116741.013257i,2.389711-0.000818i
0.12,12.023409,7.398553,4.624855999999999,208978421.729782+116741.013257i,2.389711-0.000818i
0.14,7.590894,4.726846,2.8640479999999995,208978421.729782+116741.013257i,2.389711-0.000818i
0.16,5.095966,3.220574,1.8753919999999997,208978421.729782+116741.013257i,2.389711-0.000818i
0.18,3.402934,2.195587,1.207347,208978421.729782+116741.013257i,2.389711-0.000818i
0.2,2.049687,1.373594,0.676093,208978421.729782+116741.013257i,2.389711-0.000818i
0.22,1.080507,0.78313,0.2973770000000001,208978421.729782+116741.013257i,2.389711-0.000818i
0.24,0.586863,0.481211,0.10565200000000002,208978421.729782+116741.013257i,2.389711-0.000818i
0.26,0.44614,0.394186,0.051954,208978421.729782+116741.013257i,2.389711-0.000818i
0.28,0.427474,0.382217,0.04525700000000005,208978421.729782+116741.013257i,2.389711-0.000818i
0.3,0.403836,0.36801,0.03582599999999997,208978421.729782+116741.013257i,2.389711-0.000818i
0.32,0.352069,0.336882,0.015187000000000006,208978421.729782+116741.013257i,2.389711-0.000818i
0.34,0.277245,0.291555,-0.01430999999999999,208978421.729782+116741.013257i,2.389711-0.000818i
0.36,0.214571,0.253495,-0.038924000000000014,208978421.729782+116741.013257i,2.389711-0.000818i
0.38,0.191423,0.239453,-0.04802999999999999,208978421.729782+116741.013257i,2.389711-0.000818i
0.4,0.18979,0.238555,-0.048765,208978421.729782+116741.013257i,2.389711-0.000818i
0.42,0.189667,0.238598,-0.048931,208978421.729782+116741.013257i,2.389711-0.000818i
0.44,0.186964,0.236943,-0.049978999999999996,208978421.729782+116741.013257i,2.389711-0.000818i
0.46,0.176092,0.230205,-0.054112999999999994,208978421.729782+116741.013257i,2.389711-0.000818i
0.48,0.160713,0.220758,-0.060045000000000015,208978421.729782+116741.013257i,2.389711-0.000818i
0.5,0.149848,0.214133,-0.06428499999999998,208978421.729782+116741.013257i,2.389711-0.000818i
