q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,186.836133,278.219176,-91.38304300000001,9348486.699692+7481.619320i,13.338810-0.005355i
0.02,182.772539,272.218061,-89.44552199999998,9348486.699692+7481.619320i,13.338810-0.005355i
0.04,171.06382,254.921534,-83.85771400000002,9348486.699692+7481.619320i,13.338810-0.005355i
0.06,153.069864,228.324285,-75.25442100000001,9348486.699692+7481.619320i,13.338810-0.005355i
0.08,130.789167,195.360098,-64.570931,9348486.699692+7481.619320i,13.338810-0.005355i
0.1,106.520472,159.408057,-52.887585000000016,9348486.699692+7481.619320i,13.338810-0.005355i
0.12,82.49886,123.760582,-41.261722000000006,9348486.699692+7481.619320i,13.338810-0.005355i
0.14,60.58076,91.161619,-30.580859000000004,9348486.699692+7481.619320i,13.338810-0.005355i
0.16,42.035025,63.498446,-21.463421000000004,9348486.699692+7481.619320i,13.338810-0.005355i
0.18,27.467648,41.687871,-14.220223,9348486.699692+7481.619320i,13.338810-0.005355i
0.2,16.874663,25.749641,-8.874977999999999,9348486.699692+7481.619320i,13.338810-0.005355i
0.22,9.790211,15.019815,-5.229604,9348486.699692+7481.619320i,13.338810-0.005355i
0.24,5.481305,8.433946,-2.9526410000000007,9348486.699692+7481.619320i,13.338810-0.005355i
0.26,3.139653,4.807843,-1.66819,9348486.699692+7481.619320i,13.338810-0.005355i
0.28,2.0321,3.059487,-1.027387,9348486.699692+7481.619320i,13.338810-0.005355i
0.3,1.589693,2.342229,-0.7525360000000001,9348486.699692+7481.619320i,13.338810-0.005355i
0.32,1.43465,2.087405,-0.652755,9348486.699692+7481.619320i,13.338810-0.005355i
0.34,1.359396,1.976311,-0.6169149999999999,9348486.699692+7481.619320i,13.338810-0.005355i
0.36,1.279128,1.872508,-0.59338,9348486.699692+7481.619320i,13.338810-0.005355i
0.38,1.179037,1.745241,-0.5662040000000002,9348486.699692+7481.619320i,13.338810-0.005355i
0.4,1.071379,1.606446,-0.535067,9348486.699692+7481.619320i,13.338810-0.005355i
0.42,0.969318,1.471853,-0.5025350000000001,9348486.699692+7481.619320i,13.338810-0.005355i
0.44,0.877024,1.345797,-0.4687729999999999,9348486.699692+7481.619320i,13.338810-0.005355i
0.46,0.790812,1.222383,-0.43157100000000004,9348486.699692+7481.619320i,13.338810-0.005355i
0.48,0.704862,1.093532,-0.38866999999999996,9348486.699692+7481.619320i,13.338810-0.005355i
0.5,0.616332,0.956307,-0.339975,9348486.699692+7481.619320i,13.338810-0.005355i
