q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,182.298089,190.804073,-8.505983999999984,8046843.819172+5083.782999i,6.927985-0.002514i
0.02,177.34077,185.658679,-8.317909000000014,8046843.819172+5083.782999i,6.927985-0.002514i
0.04,163.304075,171.084212,-7.780136999999996,8046843.819172+5083.782999i,6.927985-0.002514i
0.06,142.468743,149.434557,-6.965814000000023,8046843.819172+5083.782999i,6.927985-0.002514i
0.08,117.964319,123.942468,-5.978149000000002,8046843.819172+5083.782999i,6.927985-0.002514i
0.1,93.004226,97.932727,-4.928500999999997,8046843.819172+5083.782999i,6.927985-0.002514i
0.12,70.198973,74.114556,-3.915582999999998,8046843.819172+5083.782999i,6.927985-0.002514i
0.14,51.142472,54.153566,-3.011094,8046843.819172+5083.782999i,6.927985-0.002514i
0.16,36.348498,38.602848,-2.2543500000000023,8046843.819172+5083.782999i,6.927985-0.002514i
0.18,25.483834,27.139121,-1.6552869999999977,8046843.819172+5083.782999i,6.927985-0.002514i
0.2,17.754861,18.95764,-1.2027790000000032,8046843.819172+5083.782999i,6.927985-0.002514i
0.22,12.28458,13.159022,-0.8744420000000002,8046843.819172+5083.782999i,6.927985-0.002514i
0.24,8.362694,9.007473,-0.6447789999999998,8046843.819172+5083.782999i,6.927985-0.002514i
0.26,5.53071,6.020875,-0.4901650000000002,8046843.819172+5083.782999i,6.927985-0.002514i
0.28,3.537195,3.928013,-0.3908179999999999,8046843.819172+5083.782999i,6.927985-0.002514i
0.3,2.236357,2.567226,-0.33086899999999986,8046843.819172+5083.782999i,6.927985-0.002514i
0.32,1.499227,1.797024,-0.29779699999999987,8046843.819172+5083.782999i,6.927985-0.002514i
0.34,1.174379,1.456349,-0.28196999999999983,8046843.819172+5083.782999i,6.927985-0.002514i
0.36,1.097244,1.373686,-0.27644199999999985,8046843.819172+5083.782999i,6.927985-0.002514i
0.38,1.122909,1.399627,-0.276718,8046843.819172+5083.782999i,6.927985-0.002514i
0.4,1.15393,1.434201,-0.28027100000000016,8046843.819172+5083.782999i,6.927985-0.002514i
0.42,1.147148,1.432918,-0.28576999999999986,8046843.819172+5083.782999i,6.927985-0.002514i
0.44,1.100174,1.392463,-0.292289,8046843.819172+5083.782999i,6.927985-0.002514i
0.46,1.029106,1.327908,-0.298802,8046843.819172+5083.782999i,6.927985-0.002514i
0.48,0.950115,1.254221,-0.304106,8046843.819172+5083.782999i,6.927985-0.002514i
0.5,0.871401,1.178521,-0.30711999999999995,8046843.819172+5083.782999i,6.927985-0.002514i
