q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,186.836133,1206.03204,-1019.195907,9348486.699692+7481.619320i,250.900575-0.100732i
0.02,182.772539,1179.986532,-997.2139929999998,9348486.699692+7481.619320i,250.900575-0.100732i
0.04,171.06382,1104.917687,-933.8538669999999,9348486.699692+7481.619320i,250.900575-0.100732i
0.06,153.069864,989.482678,-836.412814,9348486.699692+7481.619320i,250.900575-0.100732i
0.08,130.789167,846.414452,-715.625285,9348486.699692+7481.619320i,250.900575-0.100732i
0.1,106.520472,690.378604,-583.858132,9348486.699692+7481.619320i,250.900575-0.100732i
0.12,82.49886,535.66461,-453.16575000000006,9348486.699692+7481.619320i,250.900575-0.100732i
0.14,60.58076,394.181494,-333.600734,9348486.699692+7481.619320i,250.900575-0.100732i
0.16,42.035025,274.120257,-232.085232,9348486.699692+7481.619320i,250.900575-0.100732i
0.18,27.467648,179.459941,-151.992293,9348486.699692+7481.619320i,250.900575-0.100732i
0.2,16.874663,110.286258,-93.411595,9348486.699692+7481.619320i,250.900575-0.100732i
0.22,9.790211,63.717622,-53.927411,9348486.699692+7481.619320i,250.900575-0.100732i
0.24,5.481305,35.134222,-29.652917000000002,9348486.699692+7481.619320i,250.900575-0.100732i
0.26,3.139653,19.396529,-16.256876000000002,9348486.699692+7481.619320i,250.900575-0.100732i
0.28,2.0321,11.808471,-9.776371000000001,9348486.699692+7481.619320i,250.900575-0.100732i
0.3,1.589693,8.695495,-7.105801999999999,9348486.699692+7481.619320i,250.900575-0.100732i
0.32,1.43465,7.589528,-6.154878,9348486.699692+7481.619320i,250.900575-0.100732i
0.34,1.359396,7.10737,-5.747974,9348486.699692+7481.619320i,250.900575-0.100732i
0.36,1.279128,6.656852,-5.377724,9348486.699692+7481.619320i,250.900575-0.100732i
0.38,1.179037,6.1045,-4.925463,9348486.699692+7481.619320i,250.900575-0.100732i
0.4,1.071379,5.502114,-4.430734999999999,9348486.699692+7481.619320i,250.900575-0.100732i
0.42,0.969318,4.917963,-3.9486450000000004,9348486.699692+7481.619320i,250.900575-0.100732i
0.44,0.877024,4.370869,-3.493845,9348486.699692+7481.619320i,250.900575-0.100732i
0.46,0.790812,3.835236,-3.0444240000000002,9348486.699692+7481.619320i,250.900575-0.100732i
0.48,0.704862,3.276011,-2.571149,9348486.699692+7481.619320i,250.900575-0.100732i
0.5,0.616332,2.680436,-2.064104,9348486.699692+7481.619320i,250.900575-0.100732i
