q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,170.09432,719.885632,-549.791312,20150559.534891+9974.624478i,127.938798-0.041912i
0.02,163.226285,690.793188,-527.566903,20150559.534891+9974.624478i,127.938798-0.041912i
0.04,144.167415,610.060845,-465.89342999999997,20150559.534891+9974.624478i,127.938798-0.041912i
0.06,117.02905,495.103412,-378.074362,20150559.534891+9974.624478i,127.938798-0.041912i
0.08,87.141471,368.501006,-281.35953500000005,20150559.534891+9974.624478i,127.938798-0.041912i
0.1,59.447649,251.195992,-191.74834299999998,20150559.534891+9974.624478i,127.938798-0.041912i
0.12,37.261788,157.232628,-119.97084000000001,20150559.534891+9974.624478i,127.938798-0.041912i
0.14,21.789073,91.719078,-69.930005,20150559.534891+9974.624478i,127.938798-0.041912i
0.16,12.428035,52.104819,-39.676784,20150559.534891+9974.624478i,127.938798-0.041912i
0.18,7.55505,31.503249,-23.948199000000002,20150559.534891+9974.624478i,127.938798-0.041912i
0.2,5.367213,22.265309,-16.898096,20150559.534891+9974.624478i,127.938798-0.041912i
0.22,4.454491,18.408564,-13.954072999999998,20150559.534891+9974.624478i,127.938798-0.041912i
0.24,3.988791,16.422753,-12.433962000000001,20150559.534891+9974.624478i,127.938798-0.041912i
0.26,3.619285,14.82755,-11.208265,20150559.534891+9974.624478i,127.938798-0.041912i
0.28,3.255083,13.249105,-9.994022000000001,20150559.534891+9974.624478i,127.938798-0.041912i
0.3,2.887475,11.661881,-8.774405999999999,20150559.534891+9974.624478i,127.938798-0.041912i
0.32,2.511348,10.051157,-7.539809,20150559.534891+9974.624478i,127.938798-0.041912i
0.34,2.122264,8.398836,-6.276572,20150559.534891+9974.624478i,127.938798-0.041912i
0.36,1.734447,6.760937,-5.02649,20150559.534891+9974.624478i,127.938798-0.041912i
0.38,1.38208,5.2763,-3.89422,20150559.534891+9974.624478i,127.938798-0.041912i
0.4,1.100568,4.090228,-2.9896599999999998,20150559.534891+9974.624478i,127.938798-0.041912i
0.42,0.90559,3.267216,-2.361626,20150559.534891+9974.624478i,127.938798-0.041912i
0.44,0.786334,2.762023,-1.975689,20150559.534891+9974.624478i,127.938798-0.041912i
0.46,0.715008,2.458639,-1.7436309999999997,20150559.534891+9974.624478i,127.938798-0.041912i
0.48,0.662818,2.236692,-1.573874,20150559.534891+9974.624478i,127.938798-0.041912i
0.5,0.611276,2.018688,-1.4074119999999999,20150559.534891+9974.624478i,127.938798-0.041912i
