q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,182.298089,1141.818798,-959.520709,8046843.819172+5083.782999i,248.859083-0.090320i
0.02,177.34077,1110.946436,-933.6056659999999,8046843.819172+5083.782999i,248.859083-0.090320i
0.04,163.304075,1023.499634,-860.195559,8046843.819172+5083.782999i,248.859083-0.090320i
0.06,142.468743,893.6017,-751.132957,8046843.819172+5083.782999i,248.859083-0.090320i
0.08,117.964319,740.649169,-622.68485,8046843.819172+5083.782999i,248.859083-0.090320i
0.1,93.004226,584.590723,-491.586497,8046843.819172+5083.782999i,248.859083-0.090320i
0.12,70.198973,441.681698,-371.48272499999996,8046843.819172+5083.782999i,248.859083-0.090320i
0.14,51.142472,321.915755,-270.773283,8046843.819172+5083.782999i,248.859083-0.090320i
0.16,36.348498,228.611449,-192.262951,8046843.819172+5083.782999i,248.859083-0.090320i
0.18,25.483834,159.829088,-134.345254,8046843.819172+5083.782999i,248.859083-0.090320i
0.2,17.754861,110.7402,-92.98533900000001,8046843.819172+5083.782999i,248.859083-0.090320i
0.22,12.28458,75.948493,-63.663913,8046843.819172+5083.782999i,248.859083-0.090320i
0.24,8.362694,51.039198,-42.676504,8046843.819172+5083.782999i,248.859083-0.090320i
0.26,5.53071,33.119611,-27.588901,8046843.819172+5083.782999i,248.859083-0.090320i
0.28,3.537195,20.562436,-17.025241,8046843.819172+5083.782999i,248.859083-0.090320i
0.3,2.236357,12.397713,-10.161356,8046843.819172+5083.782999i,248.859083-0.090320i
0.32,1.499227,7.776501,-6.277273999999999,8046843.819172+5083.782999i,248.859083-0.090320i
0.34,1.174379,5.732456,-4.558077,8046843.819172+5083.782999i,248.859083-0.090320i
0.36,1.097244,5.236475,-4.1392310000000005,8046843.819172+5083.782999i,248.859083-0.090320i
0.38,1.122909,5.39212,-4.269211,8046843.819172+5083.782999i,248.859083-0.090320i
0.4,1.15393,5.599565,-4.445635,8046843.819172+5083.782999i,248.859083-0.090320i
0.42,1.147148,5.591867,-4.444718999999999,8046843.819172+5083.782999i,248.859083-0.090320i
0.44,1.100174,5.34914,-4.248966,8046843.819172+5083.782999i,248.859083-0.090320i
0.46,1.029106,4.961805,-3.932699,8046843.819172+5083.782999i,248.859083-0.090320i
0.48,0.950115,4.519688,-3.569573,8046843.819172+5083.782999i,248.859083-0.090320i
0.5,0.871401,4.065486,-3.194085,8046843.819172+5083.782999i,248.859083-0.090320i
