q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,174.979838,367.772544,-192.79270599999998,476207725.587845+269615.641588i,29.311185-0.009945i
0.02,150.234398,315.801058,-165.56666,476207725.587845+269615.641588i,29.311185-0.009945i
0.04,96.543608,203.022135,-106.47852699999999,476207725.587845+269615.641588i,29.311185-0.009945i
0.06,49.380526,103.922766,-54.54223999999999,476207725.587845+269615.641588i,29.311185-0.009945i
0.08,22.782066,48.000513,-25.218446999999998,476207725.587845+269615.641588i,29.311185-0.009945i
0.1,10.530964,22.218752,-11.687787999999998,476207725.587845+269615.641588i,29.311185-0.009945i
0.12,4.826013,10.192276,-5.366263,476207725.587845+269615.641588i,29.311185-0.009945i
0.14,2.25492,4.754649,-2.499729,476207725.587845+269615.641588i,29.311185-0.009945i
0.16,1.308624,2.746102,-1.437478,476207725.587845+269615.641588i,29.311185-0.009945i
0.18,1.05874,2.212886,-1.1541460000000001,476207725.587845+269615.641588i,29.311185-0.009945i
0.2,0.940672,1.957297,-1.0166250000000001,476207725.587845+269615.641588i,29.311185-0.009945i
0.22,0.779459,1.610786,-0.831327,476207725.587845+269615.641588i,29.311185-0.009945i
0.24,0.644375,1.322021,-0.6776459999999999,476207725.587845+269615.641588i,29.311185-0.009945i
0.26,0.519287,1.057124,-0.5378369999999999,476207725.587845+269615.641588i,29.311185-0.009945i
0.28,0.373081,0.749781,-0.37670000000000003,476207725.587845+269615.641588i,29.311185-0.009945i
0.3,0.276544,0.547013,-0.27046899999999996,476207725.587845+269615.641588i,29.311185-0.009945i
0.32,0.257561,0.50703,-0.249469,476207725.587845+269615.641588i,29.311185-0.009945i
0.34,0.250452,0.492411,-0.24195899999999998,476207725.587845+269615.641588i,29.311185-0.009945i
0.36,0.214077,0.415839,-0.20176200000000002,476207725.587845+269615.641588i,29.311185-0.009945i
0.38,0.177942,0.339338,-0.16139599999999998,476207725.587845+269615.641588i,29.311185-0.009945i
0.4,0.162375,0.306328,-0.143953,476207725.587845+269615.641588i,29.311185-0.009945i
0.42,0.154677,0.289603,-0.134926,476207725.587845+269615.641588i,29.311185-0.009945i
0.44,0.153249,0.286031,-0.13278199999999998,476207725.587845+269615.641588i,29.311185-0.009945i
0.46,0.151613,0.282764,-0.13115100000000002,476207725.587845+269615.641588i,29.311185-0.009945i
0.48,0.134278,0.246875,-0.112597,476207725.587845+269615.641588i,29.311185-0.009945i
0.5,0.111047,0.198557,-0.08751,476207725.587845+269615.641588i,29.311185-0.009945i
