q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,179.352881,557.712615,-378.359734,129614660.881273+75276.813010i,60.989147-0.021905i
0.02,166.616099,518.033225,-351.41712600000005,129614660.881273+75276.813010i,60.989147-0.021905i
0.04,133.936424,416.253089,-282.316665,129614660.881273+75276.813010i,60.989147-0.021905i
0.06,94.174005,292.494088,-198.32008299999998,129614660.881273+75276.813010i,60.989147-0.021905i
0.08,59.508036,184.72861,-125.220574,129614660.881273+75276.813010i,60.989147-0.021905i
0.1,35.557888,110.422923,-74.865035,129614660.881273+75276.813010i,60.989147-0.021905i
0.12,21.269316,66.196005,-44.926688999999996,129614660.881273+75276.813010i,60.989147-0.021905i
0.14,12.827998,40.073613,-27.245615,129614660.881273+75276.813010i,60.989147-0.021905i
0.16,7.312664,22.927821,-15.615157000000002,129614660.881273+75276.813010i,60.989147-0.021905i
0.18,3.641331,11.430936,-7.789605000000001,129614660.881273+75276.813010i,60.989147-0.021905i
0.2,1.576085,4.910091,-3.3340060000000005,129614660.881273+75276.813010i,60.989147-0.021905i
0.22,0.746652,2.256669,-1.510017,129614660.881273+75276.813010i,60.989147-0.021905i
0.24,0.564602,1.646461,-1.081859,129614660.881273+75276.813010i,60.989147-0.021905i
0.26,0.568917,1.635183,-1.0662660000000002,129614660.881273+75276.813010i,60.989147-0.021905i
0.28,0.5708,1.628721,-1.0579210000000001,129614660.881273+75276.813010i,60.989147-0.021905i
0.3,0.535673,1.517489,-0.9818160000000001,129614660.881273+75276.813010i,60.989147-0.021905i
0.32,0.461718,1.291832,-0.830114,129614660.881273+75276.813010i,60.989147-0.021905i
0.34,0.363669,0.99102,-0.627351,129614660.881273+75276.813010i,60.989147-0.021905i
0.36,0.277944,0.724506,-0.44656199999999996,129614660.881273+75276.813010i,60.989147-0.021905i
0.38,0.232189,0.579508,-0.34731900000000004,129614660.881273+75276.813010i,60.989147-0.021905i
0.4,0.220387,0.5404,-0.320013,129614660.881273+75276.813010i,60.989147-0.021905i
0.42,0.21863,0.534098,-0.31546799999999997,129614660.881273+75276.813010i,60.989147-0.021905i
0.44,0.213138,0.517044,-0.30390599999999995,129614660.881273+75276.813010i,60.989147-0.021905i
0.46,0.204567,0.490501,-0.285934,129614660.881273+75276.813010i,60.989147-0.021905i
0.48,0.195013,0.461073,-0.26606,129614660.881273+75276.813010i,60.989147-0.021905i
0.5,0.182212,0.422146,-0.239934,129614660.881273+75276.813010i,60.989147-0.021905i
