q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,179.352881,73.051479,106.301402,129614660.881273+75276.813010i,1.039141-0.000373i
0.02,166.616099,67.875906,98.74019299999999,129614660.881273+75276.813010i,1.039141-0.000373i
0.04,133.936424,54.600236,79.33618799999999,129614660.881273+75276.813010i,1.039141-0.000373i
0.06,94.174005,38.457758,55.716246999999996,129614660.881273+75276.813010i,1.039141-0.000373i
0.08,59.508036,24.401391,35.106645,129614660.881273+75276.813010i,1.039141-0.000373i
0.1,35.557888,14.709345,20.848543,129614660.881273+75276.813010i,1.039141-0.000373i
0.12,21.269316,8.940617,12.328699,129614660.881273+75276.813010i,1.039141-0.000373i
0.14,12.827998,5.533348,7.294649999999999,129614660.881273+75276.813010i,1.039141-0.000373i
0.16,7.312664,3.296941,4.0157229999999995,129614660.881273+75276.813010i,1.039141-0.000373i
0.18,3.641331,1.797347,1.843984,129614660.881273+75276.813010i,1.039141-0.000373i
0.2,1.576085,0.946802,0.6292829999999999,129614660.881273+75276.813010i,1.039141-0.000373i
0.22,0.746652,0.600703,0.145949,129614660.881273+75276.813010i,1.039141-0.000373i
0.24,0.564602,0.521111,0.04349100000000006,129614660.881273+75276.813010i,1.039141-0.000373i
0.26,0.568917,0.51964,0.049277000000000015,129614660.881273+75276.813010i,1.039141-0.000373i
0.28,0.5708,0.518797,0.05200300000000002,129614660.881273+75276.813010i,1.039141-0.000373i
0.3,0.535673,0.504289,0.03138399999999997,129614660.881273+75276.813010i,1.039141-0.000373i
0.32,0.461718,0.474855,-0.01313700000000001,129614660.881273+75276.813010i,1.039141-0.000373i
0.34,0.363669,0.435619,-0.07194999999999996,129614660.881273+75276.813010i,1.039141-0.000373i
0.36,0.277944,0.400856,-0.12291199999999997,129614660.881273+75276.813010i,1.039141-0.000373i
0.38,0.232189,0.381943,-0.14975399999999997,129614660.881273+75276.813010i,1.039141-0.000373i
0.4,0.220387,0.376842,-0.156455,129614660.881273+75276.813010i,1.039141-0.000373i
0.42,0.21863,0.37602,-0.15739000000000003,129614660.881273+75276.813010i,1.039141-0.000373i
0.44,0.213138,0.373796,-0.16065800000000002,129614660.881273+75276.813010i,1.039141-0.000373i
0.46,0.204567,0.370334,-0.165767,129614660.881273+75276.813010i,1.039141-0.000373i
0.48,0.195013,0.366495,-0.17148200000000002,129614660.881273+75276.813010i,1.039141-0.000373i
0.5,0.182212,0.361418,-0.179206,129614660.881273+75276.813010i,1.039141-0.000373i
