q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,174.979838,48.134017,126.845821,476207725.587845+269615.641588i,0.498152-0.000169i
0.02,150.234398,41.362274,108.872124,476207725.587845+269615.641588i,0.498152-0.000169i
0.04,96.543608,26.667487,69.87612100000001,476207725.587845+269615.641588i,0.498152-0.000169i
0.06,49.380526,13.755109,35.625417000000006,476207725.587845+269615.641588i,0.498152-0.000169i
0.08,22.782066,6.468591,16.313475,476207725.587845+269615.641588i,0.498152-0.000169i
0.1,10.530964,3.109298,7.421666000000001,476207725.587845+269615.641588i,0.498152-0.000169i
0.12,4.826013,1.542281,3.2837319999999997,476207725.587845+269615.641588i,0.498152-0.000169i
0.14,2.25492,0.833773,1.421147,476207725.587845+269615.641588i,0.498152-0.000169i
0.16,1.308624,0.572065,0.736559,476207725.587845+269615.641588i,0.498152-0.000169i
0.18,1.05874,0.502588,0.556152,476207725.587845+269615.641588i,0.498152-0.000169i
0.2,0.940672,0.469285,0.47138699999999994,476207725.587845+269615.641588i,0.498152-0.000169i
0.22,0.779459,0.424136,0.355323,476207725.587845+269615.641588i,0.498152-0.000169i
0.24,0.644375,0.386511,0.25786400000000004,476207725.587845+269615.641588i,0.498152-0.000169i
0.26,0.519287,0.351995,0.16729200000000005,476207725.587845+269615.641588i,0.498152-0.000169i
0.28,0.373081,0.311949,0.06113200000000002,476207725.587845+269615.641588i,0.498152-0.000169i
0.3,0.276544,0.285529,-0.008984999999999965,476207725.587845+269615.641588i,0.498152-0.000169i
0.32,0.257561,0.28032,-0.02275900000000003,476207725.587845+269615.641588i,0.498152-0.000169i
0.34,0.250452,0.278415,-0.027963000000000016,476207725.587845+269615.641588i,0.498152-0.000169i
0.36,0.214077,0.268438,-0.05436100000000002,476207725.587845+269615.641588i,0.498152-0.000169i
0.38,0.177942,0.25847,-0.08052799999999999,476207725.587845+269615.641588i,0.498152-0.000169i
0.4,0.162375,0.254169,-0.09179399999999999,476207725.587845+269615.641588i,0.498152-0.000169i
0.42,0.154677,0.251989,-0.09731200000000001,476207725.587845+269615.641588i,0.498152-0.000169i
0.44,0.153249,0.251524,-0.09827500000000003,476207725.587845+269615.641588i,0.498152-0.000169i
0.46,0.151613,0.251098,-0.09948499999999999,476207725.587845+269615.641588i,0.498152-0.000169i
0.48,0.134278,0.246422,-0.112144,476207725.587845+269615.641588i,0.498152-0.000169i
0.5,0.111047,0.240126,-0.129079,476207725.587845+269615.641588i,0.498152-0.000169i
