q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,175.455128,250.184406,-74.729278,208978421.729782+116741.013257i,13.347758-0.004571i
0.02,155.715814,222.0228,-66.306986,208978421.729782+116741.013257i,13.347758-0.004571i
0.04,110.323038,157.273802,-46.95076399999999,208978421.729782+116741.013257i,13.347758-0.004571i
0.06,65.571009,93.465099,-27.89408999999999,208978421.729782+116741.013257i,13.347758-0.004571i
0.08,36.016787,51.355051,-15.338264000000002,208978421.729782+116741.013257i,13.347758-0.004571i
0.1,20.232491,28.882139,-8.649648,208978421.729782+116741.013257i,13.347758-0.004571i
0.12,12.023409,17.19555,-5.172141000000002,208978421.729782+116741.013257i,13.347758-0.004571i
0.14,7.590894,10.879788,-3.288894,208978421.729782+116741.013257i,13.347758-0.004571i
0.16,5.095966,7.3190480000000004,-2.2230820000000007,208978421.729782+116741.013257i,13.347758-0.004571i
0.18,3.402934,4.896037,-1.4931029999999996,208978421.729782+116741.013257i,13.347758-0.004571i
0.2,2.049687,2.952893,-0.903206,208978421.729782+116741.013257i,13.347758-0.004571i
0.22,1.080507,1.557069,-0.47656199999999993,208978421.729782+116741.013257i,13.347758-0.004571i
0.24,0.586863,0.843351,-0.25648799999999994,208978421.729782+116741.013257i,13.347758-0.004571i
0.26,0.44614,0.637629,-0.19148900000000002,208978421.729782+116741.013257i,13.347758-0.004571i
0.28,0.427474,0.609333,-0.181859,208978421.729782+116741.013257i,13.347758-0.004571i
0.3,0.403836,0.57575,-0.171914,208978421.729782+116741.013257i,13.347758-0.004571i
0.32,0.352069,0.502164,-0.15009500000000003,208978421.729782+116741.013257i,13.347758-0.004571i
0.34,0.277245,0.395014,-0.11776899999999996,208978421.729782+116741.013257i,13.347758-0.004571i
0.36,0.214571,0.305043,-0.090472,208978421.729782+116741.013257i,13.347758-0.004571i
0.38,0.191423,0.271848,-0.08042499999999997,208978421.729782+116741.013257i,13.347758-0.004571i
0.4,0.18979,0.269725,-0.079935,208978421.729782+116741.013257i,13.347758-0.004571i
0.42,0.189667,0.269828,-0.08016100000000001,208978421.729782+116741.013257i,13.347758-0.004571i
0.44,0.186964,0.265914,-0.07894999999999999,208978421.729782+116741.013257i,13.347758-0.004571i
0.46,0.176092,0.249985,-0.07389300000000001,208978421.729782+116741.013257i,13.347758-0.004571i
0.48,0.160713,0.227654,-0.066941,208978421.729782+116741.013257i,13.347758-0.004571i
0.5,0.149848,0.211993,-0.06214499999999998,208978421.729782+116741.013257i,13.347758-0.004571i
