q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,182.298089,622.87529,-440.57720099999995,8046843.819172+5083.782999i,74.057031-0.026878i
0.02,177.34077,606.037058,-428.696288,8046843.819172+5083.782999i,74.057031-0.026878i
0.04,163.304075,558.342307,-395.038232,8046843.819172+5083.782999i,74.057031-0.026878i
0.06,142.468743,487.494096,-345.025353,8046843.819172+5083.782999i,74.057031-0.026878i
0.08,117.964319,404.071573,-286.107254,8046843.819172+5083.782999i,74.057031-0.026878i
0.1,93.004226,318.95504,-225.95081399999998,8046843.819172+5083.782999i,74.057031-0.026878i
0.12,70.198973,241.010391,-170.811418,8046843.819172+5083.782999i,74.057031-0.026878i
0.14,51.142472,175.688313,-124.545841,8046843.819172+5083.782999i,74.057031-0.026878i
0.16,36.348498,124.798795,-88.450297,8046843.819172+5083.782999i,74.057031-0.026878i
0.18,25.483834,87.283901,-61.800067,8046843.819172+5083.782999i,74.057031-0.026878i
0.2,17.754861,60.510111,-42.755250000000004,8046843.819172+5083.782999i,74.057031-0.026878i
0.22,12.28458,41.534212,-29.249632,8046843.819172+5083.782999i,74.057031-0.026878i
0.24,8.362694,27.948321,-19.585627000000002,8046843.819172+5083.782999i,74.057031-0.026878i
0.26,5.53071,18.17472,-12.644010000000002,8046843.819172+5083.782999i,74.057031-0.026878i
0.28,3.537195,11.325855,-7.78866,8046843.819172+5083.782999i,74.057031-0.026878i
0.3,2.236357,6.872697,-4.63634,8046843.819172+5083.782999i,74.057031-0.026878i
0.32,1.499227,4.352221,-2.852994,8046843.819172+5083.782999i,74.057031-0.026878i
0.34,1.174379,3.237369,-2.06299,8046843.819172+5083.782999i,74.057031-0.026878i
0.36,1.097244,2.966854,-1.86961,8046843.819172+5083.782999i,74.057031-0.026878i
0.38,1.122909,3.051745,-1.928836,8046843.819172+5083.782999i,74.057031-0.026878i
0.4,1.15393,3.164889,-2.010959,8046843.819172+5083.782999i,74.057031-0.026878i
0.42,1.147148,3.1606900000000002,-2.013542,8046843.819172+5083.782999i,74.057031-0.026878i
0.44,1.100174,3.028303,-1.9281290000000002,8046843.819172+5083.782999i,74.057031-0.026878i
0.46,1.029106,2.817045,-1.7879389999999997,8046843.819172+5083.782999i,74.057031-0.026878i
0.48,0.950115,2.575908,-1.625793,8046843.819172+5083.782999i,74.057031-0.026878i
0.5,0.871401,2.32818,-1.456779,8046843.819172+5083.782999i,74.057031-0.026878i
