q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,174.979838,200.613387,-25.633548999999988,476207725.587845+269615.641588i,8.719534-0.002958i
0.02,150.234398,172.26904,-22.03464199999999,476207725.587845+269615.641588i,8.719534-0.002958i
0.04,96.543608,110.76137,-14.217761999999993,476207725.587845+269615.641588i,8.719534-0.002958i
0.06,49.380526,56.714291,-7.333765,476207725.587845+269615.641588i,8.719534-0.002958i
0.08,22.782066,26.215263,-3.433197,476207725.587845+269615.641588i,8.719534-0.002958i
0.1,10.530964,12.154338,-1.6233739999999983,476207725.587845+269615.641588i,8.719534-0.002958i
0.12,4.826013,5.595306,-0.7692930000000002,476207725.587845+269615.641588i,8.719534-0.002958i
0.14,2.25492,2.629719,-0.3747990000000003,476207725.587845+269615.641588i,8.719534-0.002958i
0.16,1.308624,1.534292,-0.22566799999999998,476207725.587845+269615.641588i,8.719534-0.002958i
0.18,1.05874,1.243485,-0.18474499999999994,476207725.587845+269615.641588i,8.719534-0.002958i
0.2,0.940672,1.104092,-0.16342000000000012,476207725.587845+269615.641588i,8.719534-0.002958i
0.22,0.779459,0.91511,-0.13565099999999997,476207725.587845+269615.641588i,8.719534-0.002958i
0.24,0.644375,0.757623,-0.11324800000000002,476207725.587845+269615.641588i,8.719534-0.002958i
0.26,0.519287,0.613153,-0.0938659999999999,476207725.587845+269615.641588i,8.719534-0.002958i
0.28,0.373081,0.445533,-0.07245200000000002,476207725.587845+269615.641588i,8.719534-0.002958i
0.3,0.276544,0.334947,-0.05840299999999998,476207725.587845+269615.641588i,8.719534-0.002958i
0.32,0.257561,0.313141,-0.05558000000000002,476207725.587845+269615.641588i,8.719534-0.002958i
0.34,0.250452,0.305168,-0.05471599999999999,476207725.587845+269615.641588i,8.719534-0.002958i
0.36,0.214077,0.263407,-0.04933000000000001,476207725.587845+269615.641588i,8.719534-0.002958i
0.38,0.177942,0.221685,-0.043743000000000004,476207725.587845+269615.641588i,8.719534-0.002958i
0.4,0.162375,0.203682,-0.04130700000000001,476207725.587845+269615.641588i,8.719534-0.002958i
0.42,0.154677,0.19456,-0.039883,476207725.587845+269615.641588i,8.719534-0.002958i
0.44,0.153249,0.192612,-0.03936300000000001,476207725.587845+269615.641588i,8.719534-0.002958i
0.46,0.151613,0.19083,-0.039217,476207725.587845+269615.641588i,8.719534-0.002958i
0.48,0.134278,0.171257,-0.036978999999999984,476207725.587845+269615.641588i,8.719534-0.002958i
0.5,0.111047,0.144905,-0.033858,476207725.587845+269615.641588i,8.719534-0.002958i
