q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,179.352881,304.259299,-124.906418,129614660.881273+75276.813010i,18.148851-0.006518i
0.02,166.616099,282.615995,-115.999896,129614660.881273+75276.813010i,18.148851-0.006518i
0.04,133.936424,227.099557,-93.16313300000002,129614660.881273+75276.813010i,18.148851-0.006518i
0.06,94.174005,159.594647,-65.42064200000002,129614660.881273+75276.813010i,18.148851-0.006518i
0.08,59.508036,100.813478,-41.305442000000006,129614660.881273+75276.813010i,18.148851-0.006518i
0.1,35.557888,60.283103,-24.725215,129614660.881273+75276.813010i,18.148851-0.006518i
0.12,21.269316,36.15933,-14.890013999999997,129614660.881273+75276.813010i,18.148851-0.006518i
0.14,12.827998,21.910752,-9.082754,129614660.881273+75276.813010i,18.148851-0.006518i
0.16,7.312664,12.558502,-5.245838000000001,129614660.881273+75276.813010i,18.148851-0.006518i
0.18,3.641331,6.287474,-2.6461429999999995,129614660.881273+75276.813010i,18.148851-0.006518i
0.2,1.576085,2.730649,-1.1545640000000001,129614660.881273+75276.813010i,18.148851-0.006518i
0.22,0.746652,1.283328,-0.536676,129614660.881273+75276.813010i,18.148851-0.006518i
0.24,0.564602,0.950488,-0.38588599999999995,129614660.881273+75276.813010i,18.148851-0.006518i
0.26,0.568917,0.944336,-0.37541899999999995,129614660.881273+75276.813010i,18.148851-0.006518i
0.28,0.5708,0.940811,-0.370011,129614660.881273+75276.813010i,18.148851-0.006518i
0.3,0.535673,0.880139,-0.34446600000000005,129614660.881273+75276.813010i,18.148851-0.006518i
0.32,0.461718,0.757053,-0.29533499999999996,129614660.881273+75276.813010i,18.148851-0.006518i
0.34,0.363669,0.592974,-0.22930499999999998,129614660.881273+75276.813010i,18.148851-0.006518i
0.36,0.277944,0.447603,-0.16965899999999995,129614660.881273+75276.813010i,18.148851-0.006518i
0.38,0.232189,0.368513,-0.13632399999999997,129614660.881273+75276.813010i,18.148851-0.006518i
0.4,0.220387,0.347181,-0.12679400000000002,129614660.881273+75276.813010i,18.148851-0.006518i
0.42,0.21863,0.343744,-0.125114,129614660.881273+75276.813010i,18.148851-0.006518i
0.44,0.213138,0.334442,-0.12130400000000002,129614660.881273+75276.813010i,18.148851-0.006518i
0.46,0.204567,0.319964,-0.11539700000000003,129614660.881273+75276.813010i,18.148851-0.006518i
0.48,0.195013,0.303912,-0.10889900000000002,129614660.881273+75276.813010i,18.148851-0.006518i
0.5,0.182212,0.282679,-0.100467,129614660.881273+75276.813010i,18.148851-0.006518i
