q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,170.09432,392.787992,-222.69367199999996,20150559.534891+9974.624478i,38.084271-0.012476i
0.02,163.226285,376.917548,-213.69126300000002,20150559.534891+9974.624478i,38.084271-0.012476i
0.04,144.167415,332.876625,-188.70920999999998,20150559.534891+9974.624478i,38.084271-0.012476i
0.06,117.02905,270.165308,-153.136258,20150559.534891+9974.624478i,38.084271-0.012476i
0.08,87.141471,201.101452,-113.959981,20150559.534891+9974.624478i,38.084271-0.012476i
0.1,59.447649,137.109489,-77.66184,20150559.534891+9974.624478i,38.084271-0.012476i
0.12,37.261788,85.850808,-48.58902,20150559.534891+9974.624478i,38.084271-0.012476i
0.14,21.789073,50.112006,-28.322933000000003,20150559.534891+9974.624478i,38.084271-0.012476i
0.16,12.428035,28.501725,-16.07369,20150559.534891+9974.624478i,38.084271-0.012476i
0.18,7.55505,17.263204000000002,-9.708154000000002,20150559.534891+9974.624478i,38.084271-0.012476i
0.2,5.367213,12.223744,-6.856531,20150559.534891+9974.624478i,38.084271-0.012476i
0.22,4.454491,10.119821,-5.66533,20150559.534891+9974.624478i,38.084271-0.012476i
0.24,3.988791,9.036526,-5.047735,20150559.534891+9974.624478i,38.084271-0.012476i
0.26,3.619285,8.166314,-4.547029,20150559.534891+9974.624478i,38.084271-0.012476i
0.28,3.255083,7.305245,-4.050162,20150559.534891+9974.624478i,38.084271-0.012476i
0.3,2.887475,6.439386,-3.551911,20150559.534891+9974.624478i,38.084271-0.012476i
0.32,2.511348,5.560707,-3.049359,20150559.534891+9974.624478i,38.084271-0.012476i
0.34,2.122264,4.659337,-2.537073,20150559.534891+9974.624478i,38.084271-0.012476i
0.36,1.734447,3.765834,-2.0313869999999996,20150559.534891+9974.624478i,38.084271-0.012476i
0.38,1.38208,2.955938,-1.5738580000000002,20150559.534891+9974.624478i,38.084271-0.012476i
0.4,1.100568,2.308915,-1.2083469999999998,20150559.534891+9974.624478i,38.084271-0.012476i
0.42,0.90559,1.859948,-0.9543579999999999,20150559.534891+9974.624478i,38.084271-0.012476i
0.44,0.786334,1.584356,-0.7980220000000001,20150559.534891+9974.624478i,38.084271-0.012476i
0.46,0.715008,1.418855,-0.703847,20150559.534891+9974.624478i,38.084271-0.012476i
0.48,0.662818,1.297778,-0.6349600000000001,20150559.534891+9974.624478i,38.084271-0.012476i
0.5,0.611276,1.178853,-0.5675769999999999,20150559.534891+9974.624478i,38.084271-0.012476i
