q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,186.836133,657.568461,-470.73232799999994,9348486.699692+7481.619320i,74.589835-0.029946i
0.02,182.772539,643.369888,-460.59734899999995,9348486.699692+7481.619320i,74.589835-0.029946i
0.04,171.06382,602.446497,-431.38267700000006,9348486.699692+7481.619320i,74.589835-0.029946i
0.06,153.069864,539.517701,-386.447837,9348486.699692+7481.619320i,74.589835-0.029946i
0.08,130.789167,461.524801,-330.735634,9348486.699692+7481.619320i,74.589835-0.029946i
0.1,106.520472,376.462669,-269.942197,9348486.699692+7481.619320i,74.589835-0.029946i
0.12,82.49886,292.12114,-209.62228000000005,9348486.699692+7481.619320i,74.589835-0.029946i
0.14,60.58076,214.992354,-154.411594,9348486.699692+7481.619320i,74.589835-0.029946i
0.16,42.035025,149.541594,-107.50656900000001,9348486.699692+7481.619320i,74.589835-0.029946i
0.18,27.467648,97.938015,-70.470367,9348486.699692+7481.619320i,74.589835-0.029946i
0.2,16.874663,60.228341,-43.353678,9348486.699692+7481.619320i,74.589835-0.029946i
0.22,9.790211,34.841691,-25.051479999999998,9348486.699692+7481.619320i,74.589835-0.029946i
0.24,5.481305,19.259599,-13.778294000000002,9348486.699692+7481.619320i,74.589835-0.029946i
0.26,3.139653,10.680278,-7.5406249999999995,9348486.699692+7481.619320i,74.589835-0.029946i
0.28,2.0321,6.543687,-4.5115870000000005,9348486.699692+7481.619320i,74.589835-0.029946i
0.3,1.589693,4.846664,-3.2569709999999996,9348486.699692+7481.619320i,74.589835-0.029946i
0.32,1.43465,4.243753,-2.809103,9348486.699692+7481.619320i,74.589835-0.029946i
0.34,1.359396,3.980906,-2.62151,9348486.699692+7481.619320i,74.589835-0.029946i
0.36,1.279128,3.735309,-2.456181,9348486.699692+7481.619320i,74.589835-0.029946i
0.38,1.179037,3.434197,-2.25516,9348486.699692+7481.619320i,74.589835-0.029946i
0.4,1.071379,3.105809,-2.0344299999999995,9348486.699692+7481.619320i,74.589835-0.029946i
0.42,0.969318,2.787363,-1.8180450000000001,9348486.699692+7481.619320i,74.589835-0.029946i
0.44,0.877024,2.489117,-1.6120929999999998,9348486.699692+7481.619320i,74.589835-0.029946i
0.46,0.790812,2.197119,-1.406307,9348486.699692+7481.619320i,74.589835-0.029946i
0.48,0.704862,1.892261,-1.187399,9348486.699692+7481.619320i,74.589835-0.029946i
0.5,0.616332,1.567586,-0.9512539999999999,9348486.699692+7481.619320i,74.589835-0.029946i
